event_index,relation,operation,latency_micros,answer_delta_count,live_tuple_count,aggregate_group_count,used_memory_bytes,correctness_status
570,customer,INSERT,96,0,570,0,28628208,
571,customer,INSERT,95,0,571,0,28628208,
572,customer,INSERT,94,0,572,0,28628208,
573,customer,INSERT,143,0,573,0,28628208,
574,customer,INSERT,94,0,574,0,28628208,
575,customer,INSERT,93,0,575,0,28628208,
576,customer,INSERT,93,0,576,0,28628208,
577,customer,INSERT,92,0,577,0,28628208,
578,customer,INSERT,92,0,578,0,28628208,
579,customer,INSERT,92,0,579,0,28628208,
580,customer,INSERT,94,0,580,0,28628208,
581,customer,INSERT,93,0,581,0,28628208,
582,customer,INSERT,94,0,582,0,28628208,
583,customer,INSERT,94,0,583,0,28628208,
584,customer,INSERT,97,0,584,0,28628208,
585,customer,INSERT,94,0,585,0,28628208,
586,customer,INSERT,92,0,586,0,28628208,
587,customer,INSERT,134,0,587,0,28628208,
588,customer,INSERT,95,0,588,0,28628208,
589,customer,INSERT,334,0,589,0,29309776,
590,customer,INSERT,97,0,590,0,29309776,
